id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,rate_90
7064,穿肠刀（★） | 表面淬火 (略有磨损),略有磨损,隐秘,800.0,1193.29,13,6,-19.14,-19.92,0
7065,穿肠刀（★） | 表面淬火 (破损不堪),破损不堪,隐秘,640.0,1045.24,7,3,-8.57,-5.84,-5.88
7066,穿肠刀（★） | 深红之网 (战痕累累),战痕累累,隐秘,679.9,779.14,9,3,2.24,4.79,-10.88
7067,穿肠刀（★） | 深红之网 (久经沙场),久经沙场,隐秘,527.99,769.9,11,6,-1.68,-9.42,-18.65
7068,穿肠刀（★） | 深红之网 (略有磨损),略有磨损,隐秘,749.49,1130.03,16,5,-9.88,-9.7,-3.23
7070,穿肠刀（★） | 大马士革钢 (崭新出厂),崭新出厂,隐秘,586.95,800.92,23,4,-2.01,-2.02,-13.27
7071,穿肠刀（★） | 大马士革钢 (久经沙场),久经沙场,隐秘,430.91,614.71,12,4,-2.07,-4.79,-13.82
7072,穿肠刀（★） | 大马士革钢 (略有磨损),略有磨损,隐秘,447.08,633.47,18,5,-4.15,-13.01,-13.52
7073,穿肠刀（★） | 多普勒 (崭新出厂),崭新出厂,隐秘,847.4,1312.56,221,25,-2.98,-7.39,-9.85
7074,穿肠刀（★） | 多普勒 (略有磨损),略有磨损,隐秘,1149.39,1431.98,16,13,4.49,4.54,-17.78
7075,穿肠刀（★） | 渐变之色 (崭新出厂),崭新出厂,隐秘,887.17,1364.55,82,7,-1.59,-4.09,-6.07
7076,穿肠刀（★） | 渐变之色 (略有磨损),略有磨损,隐秘,1480.0,1561.66,1,2,0,0,-17.2
7077,穿肠刀（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,334.5,489.13,8,3,-0.06,-42.32,-16.38
7078,穿肠刀（★） | 森林 DDPAT (久经沙场),久经沙场,隐秘,363.49,474.27,17,4,0.97,-6.41,-5.25
7079,穿肠刀（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,399.5,575.28,10,3,2.17,1.14,-18.14
7080,穿肠刀（★） | 自由之手 (战痕累累),战痕累累,隐秘,588.0,795.62,1,1,13.29,0,0
7081,穿肠刀（★） | 自由之手 (崭新出厂),崭新出厂,隐秘,558.5,825.18,26,4,-2.43,-12.32,-17.69
7082,穿肠刀（★） | 自由之手 (久经沙场),久经沙场,隐秘,400.0,586.09,19,2,-1.7,-11.11,-19.18
7083,穿肠刀（★） | 自由之手 (略有磨损),略有磨损,隐秘,439.49,671.37,17,4,-3.39,-12.97,-11.84
7084,穿肠刀（★） | 自由之手 (破损不堪),破损不堪,隐秘,466.0,704.41,3,2,0,-2.92,-20.86
7085,穿肠刀（★） | 伽玛多普勒 (崭新出厂),崭新出厂,隐秘,1089.0,1633.69,145,15,-0.91,-4.22,-6.88
7086,穿肠刀（★） | 伽玛多普勒 (略有磨损),略有磨损,隐秘,1888.0,2500.0,7,9,0,-2.88,-10.1
7087,穿肠刀（★） | 传说 (战痕累累),战痕累累,隐秘,708.48,803.05,5,4,5.59,-0.35,-11.37
7088,穿肠刀（★） | 传说 (崭新出厂),崭新出厂,隐秘,892.0,1314.46,31,4,-4.5,-14.85,-18.46
7089,穿肠刀（★） | 传说 (久经沙场),久经沙场,隐秘,572.44,850.79,29,4,-2.88,-11.25,-16.43
7090,穿肠刀（★） | 传说 (略有磨损),略有磨损,隐秘,699.0,1079.74,33,3,-9.81,-12.41,-10.38
7091,穿肠刀（★） | 传说 (破损不堪),破损不堪,隐秘,719.83,935.14,2,3,0,-0.07,-15.62
7092,穿肠刀（★） | 渐变大理石 (崭新出厂),崭新出厂,隐秘,809.99,1137.67,72,6,-2.41,-3.4,-4.71
7093,穿肠刀（★） | 渐变大理石 (略有磨损),略有磨损,隐秘,1799.0,1534.52,3,2,0,-0.06,12.44
7094,穿肠刀（★） | 噩梦之夜 (战痕累累),战痕累累,隐秘,610.0,593.98,5,2,47.38,0.02,-7.28
7095,穿肠刀（★） | 噩梦之夜 (久经沙场),久经沙场,隐秘,402.0,527.5,13,5,9.85,1.72,-3.37
7096,穿肠刀（★） | 噩梦之夜 (略有磨损),略有磨损,隐秘,587.9,710.76,9,1,0.07,-9.55,13.06
7097,穿肠刀（★） | 噩梦之夜 (破损不堪),破损不堪,隐秘,487.0,567.41,4,2,17.21,-0.59,-26.87
7098,穿肠刀（★） | 外表生锈 (战痕累累),战痕累累,隐秘,325.0,481.82,86,15,-5.66,-6.88,-16.45
7099,穿肠刀（★） | 外表生锈 (破损不堪),破损不堪,隐秘,509.0,582.3,4,2,0.79,-1.16,-21.69
7100,穿肠刀（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,349.0,470.4,4,2,6.08,-6.16,-12.53
7101,穿肠刀（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,329.89,510.62,21,3,2.48,-5.75,-10.84
7102,穿肠刀（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,360.0,535.53,8,4,1.41,0.59,-9.32
7103,穿肠刀（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,420.5,476.01,2,3,0,-13.65,-13.48
7104,穿肠刀（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,364.7,505.27,12,1,4.86,-15.17,-17.11
7105,穿肠刀（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,378.7,505.27,20,4,-1.64,5.63,-6.49
7106,穿肠刀（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,432.5,669.73,12,1,-3.46,-3.67,-17.76
7107,穿肠刀（★） | 枯焦之色 (破损不堪),破损不堪,隐秘,540.0,523.96,6,2,0.02,0.02,23.29
7108,穿肠刀（★） | 屠夫 (崭新出厂),崭新出厂,隐秘,798.5,1431.98,23,5,-1.88,-11.18,-9.52
7109,穿肠刀（★） | 屠夫 (久经沙场),久经沙场,隐秘,790.0,1150.89,3,2,3.27,-1.86,-96.05
7110,穿肠刀（★） | 屠夫 (略有磨损),略有磨损,隐秘,767.9,1102.45,18,4,-0.27,-6.35,-7.93
7111,穿肠刀（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,998.0,1438.61,3,2,0,-4.91,-7.59
7112,穿肠刀（★） | 人工染色 (久经沙场),久经沙场,隐秘,399.0,550.12,13,1,-14.72,-14.19,-19.39
7113,穿肠刀（★） | 人工染色 (略有磨损),略有磨损,隐秘,515.0,617.8,9,2,3.21,-3.38,-0.58
7114,穿肠刀（★） | 人工染色 (破损不堪),破损不堪,隐秘,450.0,612.92,9,1,0,-2.17,-23.52
7115,穿肠刀（★） | 虎牙 (崭新出厂),崭新出厂,隐秘,734.47,1023.23,42,5,-0.44,-2.0,-4.61
7116,穿肠刀（★） | 致命紫罗兰 (战痕累累),战痕累累,隐秘,399.0,556.94,6,2,-4.99,-15.1,-27.45
7117,穿肠刀（★） | 致命紫罗兰 (久经沙场),久经沙场,隐秘,380.0,584.78,28,3,-5.0,-9.52,-20.75
7118,穿肠刀（★） | 致命紫罗兰 (略有磨损),略有磨损,隐秘,563.3,811.45,14,3,-6.12,2.42,-3.96
7119,穿肠刀（★） | 致命紫罗兰 (破损不堪),破损不堪,隐秘,468.0,580.93,1,1,0,-6.4,-53.2
7120,穿肠刀（★） | 都市伪装 (战痕累累),战痕累累,隐秘,396.9,547.99,5,1,-7.68,-6.28,-55.3
7121,穿肠刀（★） | 都市伪装 (久经沙场),久经沙场,隐秘,369.06,537.09,18,2,-2.88,-4.64,-13.77
7122,穿肠刀（★） | 都市伪装 (略有磨损),略有磨损,隐秘,456.0,612.04,2,3,7.07,-8.62,-17.08
7123,穿肠刀（★） | 都市伪装 (破损不堪),破损不堪,隐秘,434.99,589.42,4,2,-2.25,-3.34,-3.34
7124,裹手（★） | 恶土 (战痕累累),战痕累累,非凡,798.4,1336.02,18,3,-10.09,-10.08,-10.19
7125,裹手（★） | 恶土 (略有磨损),略有磨损,非凡,3986.0,8139.09,20,4,-0.04,-37.72,-49.42
7126,裹手（★） | 恶土 (破损不堪),破损不堪,非凡,963.0,1678.61,15,4,-4.42,-18.04,-27.86
7127,裹手（★） | 皮革 (战痕累累),战痕累累,非凡,1389.9,2658.45,15,6,-1.84,-13.13,-19.05
7128,裹手（★） | 皮革 (久经沙场),久经沙场,非凡,4199.0,6150.5,49,5,23.54,-31.15,-46.75
7129,裹手（★） | 皮革 (略有磨损),略有磨损,非凡,5488.0,0,16,4,24.4,-19.29,-47.51
7130,裹手（★） | 皮革 (破损不堪),破损不堪,非凡,1399.5,2999.0,19,7,-9.71,-19.89,-39.15
7131,裹手（★） | 屠夫 (战痕累累),战痕累累,非凡,1300.0,2397.7,19,5,-13.16,-21.64,-28.01
7132,裹手（★） | 屠夫 (久经沙场),久经沙场,非凡,4199.0,6400.0,35,8,12.89,-25.42,-48.16
7133,裹手（★） | 屠夫 (略有磨损),略有磨损,非凡,5024.04,9576.67,27,6,0.48,-30.21,-54.99
7134,裹手（★） | 屠夫 (破损不堪),破损不堪,非凡,1799.0,3200.0,13,4,-4.66,-9.6,-25.35
7135,裹手（★） | 云杉 DDPAT (崭新出厂),崭新出厂,非凡,6780.0,12600.0,6,3,-12.67,-24.67,-26.3
7136,裹手（★） | 云杉 DDPAT (久经沙场),久经沙场,非凡,2745.68,4318.88,38,8,5.6,-32.51,-43.97
7137,裹手（★） | 云杉 DDPAT (略有磨损),略有磨损,非凡,3908.22,10000.0,34,4,-2.05,-31.43,-47.25
7138,裹手（★） | 云杉 DDPAT (破损不堪),破损不堪,非凡,864.0,1459.37,25,4,-2.32,-12.55,-31.43
7140,猎杀者匕首（★） | 蓝钢 (战痕累累),战痕累累,隐秘,900.0,1211.27,4,2,-47.06,7.16,-16.55
7141,猎杀者匕首（★） | 蓝钢 (崭新出厂),崭新出厂,隐秘,20000.0,4442.04,1,2,174.09,1011.42,770.32
7142,猎杀者匕首（★） | 蓝钢 (久经沙场),久经沙场,隐秘,1000.0,1298.46,4,4,6.38,17.8,5.27
7143,猎杀者匕首（★） | 蓝钢 (略有磨损),略有磨损,隐秘,1362.3,1399.4,6,4,0,-0.34,13.53
7144,猎杀者匕首（★） | 蓝钢 (破损不堪),破损不堪,隐秘,849.98,1066.97,3,3,5.07,-2.86,-10.48
7145,猎杀者匕首（★） | 北方森林 (战痕累累),战痕累累,隐秘,499.99,550.66,6,2,22.88,-2.73,2.14
7146,猎杀者匕首（★） | 北方森林 (久经沙场),久经沙场,隐秘,558.5,608.2,7,3,35.26,32.41,11.7
7147,猎杀者匕首（★） | 北方森林 (破损不堪),破损不堪,隐秘,688.0,717.61,1,1,0,0,0.07
7148,猎杀者匕首（★） | 表面淬火 (战痕累累),战痕累累,隐秘,1887.9,1564.36,4,1,56.41,39.84,-5.61
7149,猎杀者匕首（★） | 表面淬火 (久经沙场),久经沙场,隐秘,1197.9,1728.97,19,2,-2.92,-5.26,4.35
7150,猎杀者匕首（★） | 表面淬火 (略有磨损),略有磨损,隐秘,1750.0,2099.99,5,4,16.67,20.69,4.17
7151,猎杀者匕首（★） | 深红之网 (战痕累累),战痕累累,隐秘,1110.5,1112.32,2,4,-7.42,0,7.04
7152,猎杀者匕首（★） | 深红之网 (崭新出厂),崭新出厂,隐秘,5400.0,0,6,1,-18.99,-9.32,-30.56
7153,猎杀者匕首（★） | 深红之网 (久经沙场),久经沙场,隐秘,728.85,1110.16,24,2,-7.47,-8.89,-11.12
7154,猎杀者匕首（★） | 深红之网 (略有磨损),略有磨损,隐秘,1639.5,2490.05,15,5,0,-6.05,-13.14
7155,猎杀者匕首（★） | 大马士革钢 (战痕累累),战痕累累,隐秘,800.0,1048.45,3,1,0,1.27,0
7156,猎杀者匕首（★） | 大马士革钢 (崭新出厂),崭新出厂,隐秘,767.0,1111.25,27,3,-0.06,-11.22,-6.92
7157,猎杀者匕首（★） | 大马士革钢 (久经沙场),久经沙场,隐秘,599.0,856.79,40,3,-6.26,-10.18,-12.94
7158,猎杀者匕首（★） | 大马士革钢 (略有磨损),略有磨损,隐秘,658.5,1006.3,34,5,-8.41,-7.19,-7.25
7159,猎杀者匕首（★） | 大马士革钢 (破损不堪),破损不堪,隐秘,849.9,942.26,8,1,13.34,21.59,13.32
7160,猎杀者匕首（★） | 多普勒 (崭新出厂),崭新出厂,隐秘,1899.0,2899.17,150,30,-6.91,-6.82,-6.87
7161,猎杀者匕首（★） | 多普勒 (略有磨损),略有磨损,隐秘,2997.4,4765.14,15,8,-0.05,-6.9,-11.81
7162,猎杀者匕首（★） | 渐变之色 (崭新出厂),崭新出厂,隐秘,1529.5,2441.12,107,4,-0.49,-8.03,-15.47
7164,猎杀者匕首（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,430.0,615.11,4,2,0,-6.52,-8.1
7165,猎杀者匕首（★） | 森林 DDPAT (久经沙场),久经沙场,隐秘,450.0,641.86,6,1,11.11,5.39,-10.0
7166,猎杀者匕首（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,577.0,683.49,7,2,12.04,9.49,-3.67
7167,猎杀者匕首（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,449.5,616.98,3,2,-0.11,-2.18,-8.27
7168,猎杀者匕首（★） | 渐变大理石 (崭新出厂),崭新出厂,隐秘,1200.0,1797.91,88,5,-6.83,-7.69,-14.8
7169,猎杀者匕首（★） | 渐变大理石 (略有磨损),略有磨损,隐秘,1998.49,2685.42,6,3,0,-9.14,-27.33
7170,猎杀者匕首（★） | 噩梦之夜 (久经沙场),久经沙场,隐秘,544.99,786.44,12,1,-5.0,-9.92,-8.71
7171,猎杀者匕首（★） | 噩梦之夜 (略有磨损),略有磨损,隐秘,987.3,1478.99,7,2,-14.06,-8.45,-9.17
7173,猎杀者匕首（★） | 外表生锈 (战痕累累),战痕累累,隐秘,367.0,551.08,111,18,-4.42,-6.97,-13.98
7174,猎杀者匕首（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,479.0,600.9,4,2,16.83,-8.06,-31.52
7175,猎杀者匕首（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,401.5,539.9,12,5,0.9,-2.84,-22.79
7176,猎杀者匕首（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,476.0,628.13,6,1,0.1,0.21,-13.46
7177,猎杀者匕首（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,500.0,640.0,2,2,0,-0.79,-7.41
7178,猎杀者匕首（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,849.9,617.63,4,2,0,-10.53,50.16
7179,猎杀者匕首（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,443.46,600.0,18,2,-0.05,-13.04,-20.08
7180,猎杀者匕首（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,650.0,1002.46,5,1,-1.06,-9.72,-13.28
7182,猎杀者匕首（★） | 屠夫 (崭新出厂),崭新出厂,隐秘,1999.5,2733.58,18,4,-2.88,-4.4,-3.38
7183,猎杀者匕首（★） | 屠夫 (久经沙场),久经沙场,隐秘,1692.0,2145.9,4,1,0.03,15.74,0.03
7184,猎杀者匕首（★） | 屠夫 (略有磨损),略有磨损,隐秘,1338.0,2253.34,13,4,-2.89,-9.53,-16.38
7185,猎杀者匕首（★） | 人工染色 (战痕累累),战痕累累,隐秘,1809.1,813.32,1,1,180.52,176.96,126.34
7186,猎杀者匕首（★） | 人工染色 (久经沙场),久经沙场,隐秘,650.0,991.71,9,2,0.08,-1.51,-13.33
7187,猎杀者匕首（★） | 人工染色 (略有磨损),略有磨损,隐秘,780.0,1168.63,7,2,5.69,4.0,-1.01
7188,猎杀者匕首（★） | 人工染色 (破损不堪),破损不堪,隐秘,610.0,787.57,4,1,-1.61,-6.08,-12.85
7189,猎杀者匕首（★） | 虎牙 (崭新出厂),崭新出厂,隐秘,1030.0,1670.56,57,8,-6.36,-6.36,-12.3
7190,猎杀者匕首（★） | 虎牙 (略有磨损),略有磨损,隐秘,1588.0,1986.44,1,1,0,-5.48,-18.14
7191,猎杀者匕首（★） | 致命紫罗兰 (战痕累累),战痕累累,隐秘,426.5,659.52,29,2,-3.71,-12.96,-14.49
7192,猎杀者匕首（★） | 致命紫罗兰 (久经沙场),久经沙场,隐秘,425.5,669.73,70,2,-5.23,-6.48,-16.48
7193,猎杀者匕首（★） | 致命紫罗兰 (略有磨损),略有磨损,隐秘,782.99,1000.0,21,6,-0.26,3.02,10.9
7194,猎杀者匕首（★） | 致命紫罗兰 (破损不堪),破损不堪,隐秘,445.0,676.57,6,2,-0.2,-9.64,-39.62
7195,猎杀者匕首（★） | 都市伪装 (战痕累累),战痕累累,隐秘,495.0,691.01,4,1,-3.47,-3.58,-14.58
7196,猎杀者匕首（★） | 都市伪装 (破损不堪),破损不堪,隐秘,679.9,682.0,3,1,17.65,0,-20.79
7198,爪子刀（★） | 自动化 (战痕累累),战痕累累,隐秘,4409.5,7159.5,53,4,-7.17,-10.91,-16.8
7199,爪子刀（★） | 自动化 (崭新出厂),崭新出厂,隐秘,11000.0,0,41,6,-1.79,-4.34,-19.34
7200,爪子刀（★） | 自动化 (久经沙场),久经沙场,隐秘,5380.0,8189.26,285,25,-8.02,-13.23,-23.12
7201,爪子刀（★） | 自动化 (略有磨损),略有磨损,隐秘,6800.0,11813.84,125,13,-4.06,-12.26,-24.4
7202,爪子刀（★） | 黑色层压板 (战痕累累),战痕累累,隐秘,3689.5,5920.21,94,9,-8.9,-13.98,-21.42
7203,爪子刀（★） | 黑色层压板 (略有磨损),略有磨损,隐秘,4548.91,7632.35,101,6,-5.97,-14.14,-20.2
7204,爪子刀（★） | 黑色层压板 (破损不堪),破损不堪,隐秘,3899.0,6404.97,73,10,-6.05,-11.37,-20.43
7205,爪子刀（★） | 蓝钢 (战痕累累),战痕累累,隐秘,4180.0,6827.09,52,6,-6.66,-13.64,-18.04
7206,爪子刀（★） | 蓝钢 (久经沙场),久经沙场,隐秘,4578.0,8418.02,81,4,-9.16,-13.61,-20.38
7207,爪子刀（★） | 蓝钢 (略有磨损),略有磨损,隐秘,5177.2,8800.52,60,5,-7.54,-9.96,-16.08
7208,爪子刀（★） | 北方森林 (战痕累累),战痕累累,隐秘,2453.5,0,33,3,-4.53,-10.58,-12.34
7209,爪子刀（★） | 北方森林 (崭新出厂),崭新出厂,隐秘,9570.0,0,3,1,6.34,-1.03,2.9
7210,爪子刀（★） | 北方森林 (久经沙场),久经沙场,隐秘,2550.0,3476.7,65,10,-6.37,-11.33,-14.32
7211,爪子刀（★） | 北方森林 (破损不堪),破损不堪,隐秘,2490.0,3758.71,17,4,-3.86,-8.32,-11.07
7212,爪子刀（★） | 澄澈之水 (崭新出厂),崭新出厂,隐秘,3499.0,5727.61,87,9,-4.74,-12.53,-16.45
7213,爪子刀（★） | 澄澈之水 (久经沙场),久经沙场,隐秘,2879.5,4603.5,137,8,-7.11,-12.48,-16.77
7214,爪子刀（★） | 澄澈之水 (破损不堪),破损不堪,隐秘,2872.0,7025.84,18,4,-0.97,-10.03,-12.97
7215,爪子刀（★） | 表面淬火 (战痕累累),战痕累累,隐秘,4348.91,7672.66,34,3,-4.19,-4.93,-5.66
7216,爪子刀（★） | 表面淬火 (崭新出厂),崭新出厂,隐秘,12476.0,0,21,2,-0.07,-3.94,-8.71
7217,爪子刀（★） | 表面淬火 (久经沙场),久经沙场,隐秘,4236.91,6761.82,170,8,-5.72,-15.18,-18.33
7218,爪子刀（★） | 表面淬火 (略有磨损),略有磨损,隐秘,5460.0,10063.05,126,6,-2.5,-11.34,-12.76
7219,爪子刀（★） | 表面淬火 (破损不堪),破损不堪,隐秘,4280.0,7120.93,73,4,-0.12,-6.55,-8.83
7220,爪子刀（★） | 深红之网 (战痕累累),战痕累累,隐秘,3500.0,6833.92,34,4,-3.32,-10.26,-12.5
7221,爪子刀（★） | 深红之网 (久经沙场),久经沙场,隐秘,3949.0,6197.75,126,12,-3.4,-11.04,-15.07
7222,爪子刀（★） | 深红之网 (略有磨损),略有磨损,隐秘,6400.0,11892.7,44,16,-5.56,-12.26,-11.72
7223,爪子刀（★） | 大马士革钢 (战痕累累),战痕累累,隐秘,3738.91,0,17,4,-6.03,-8.81,-15.21
7224,爪子刀（★） | 大马士革钢 (崭新出厂),崭新出厂,隐秘,4200.0,6068.97,72,8,-6.67,-12.83,-18.27
7225,爪子刀（★） | 大马士革钢 (久经沙场),久经沙场,隐秘,3700.0,5445.57,123,3,-5.6,-10.63,-16.93
7226,爪子刀（★） | 大马士革钢 (略有磨损),略有磨损,隐秘,3810.0,5839.04,93,6,-7.07,-12.31,-19.63
7227,爪子刀（★） | 大马士革钢 (破损不堪),破损不堪,隐秘,3699.9,0,13,4,-5.13,-9.74,-15.68
7228,爪子刀（★） | 多普勒 (崭新出厂),崭新出厂,隐秘,7990.0,11959.38,1636,70,-8.07,-11.14,-19.85
7229,爪子刀（★） | 多普勒 (略有磨损),略有磨损,隐秘,8388.0,0,87,17,-6.79,-5.75,-16.11
7230,爪子刀（★） | 渐变之色 (略有磨损),略有磨损,隐秘,12200.0,0,15,6,-9.63,-7.58,-18.67
7231,爪子刀（★） | 森林 DDPAT (久经沙场),久经沙场,隐秘,2505.0,3963.74,58,7,-6.3,-10.5,-12.41
7232,爪子刀（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,2675.91,5754.5,24,6,-6.95,-9.29,-12.27
7233,爪子刀（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,2498.0,4489.9,23,4,-5.02,-8.5,-12.34
7234,爪子刀（★） | 自由之手 (战痕累累),战痕累累,隐秘,3320.0,0,7,4,0,-3.49,-9.03
7235,爪子刀（★） | 自由之手 (久经沙场),久经沙场,隐秘,3059.0,4653.71,151,10,-9.36,-11.84,-18.1
7236,爪子刀（★） | 伽玛多普勒 (崭新出厂),崭新出厂,隐秘,10600.0,0,757,47,-6.51,-15.4,-28.31
7237,爪子刀（★） | 伽玛多普勒 (略有磨损),略有磨损,隐秘,11888.0,0,38,17,-19.68,-14.4,-27.51
7238,爪子刀（★） | 传说 (战痕累累),战痕累累,隐秘,3088.0,5258.1,22,6,-4.93,-9.34,-17.59
7239,爪子刀（★） | 传说 (久经沙场),久经沙场,隐秘,3649.5,5966.38,178,18,-5.31,-10.22,-16.78
7240,爪子刀（★） | 传说 (略有磨损),略有磨损,隐秘,4969.0,7875.52,133,13,-7.81,-15.69,-21.13
7241,爪子刀（★） | 渐变大理石 (崭新出厂),崭新出厂,隐秘,6550.0,10695.11,585,53,-8.32,-11.64,-20.51
7242,爪子刀（★） | 渐变大理石 (略有磨损),略有磨损,隐秘,7699.5,0,23,17,-0.65,-3.74,-10.35
7243,爪子刀（★） | 噩梦之夜 (战痕累累),战痕累累,隐秘,2900.0,5003.8,42,4,-3.33,-14.62,-15.77
7244,爪子刀（★） | 噩梦之夜 (久经沙场),久经沙场,隐秘,3000.0,4580.97,124,9,-8.45,-14.26,-19.46
7245,爪子刀（★） | 噩梦之夜 (破损不堪),破损不堪,隐秘,2997.98,4773.09,23,3,-4.81,-9.7,-16.4
7246,爪子刀（★） | 外表生锈 (战痕累累),战痕累累,隐秘,2977.5,4313.0,266,18,-4.55,-8.67,-16.13
7247,爪子刀（★） | 外表生锈 (破损不堪),破损不堪,隐秘,3029.5,0,14,4,-9.01,-17.41,-22.05
7248,爪子刀（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,2480.0,3889.56,24,7,-5.68,-8.79,-10.76
7249,爪子刀（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,2450.0,3833.83,33,6,-5.06,-10.59,-12.67
7250,爪子刀（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,2553.5,4037.25,34,5,-5.34,-10.09,-11.58
7251,爪子刀（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,2450.0,4295.64,22,3,-5.04,-9.91,-11.23
7252,爪子刀（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,3025.41,4699.5,35,8,0.85,-10.12,-13.56
7253,爪子刀（★） | 枯焦之色 (破损不堪),破损不堪,隐秘,2648.5,5036.65,27,5,-5.32,-11.12,-14.19
7254,爪子刀（★） | 屠夫 (崭新出厂),崭新出厂,隐秘,6999.5,12600.0,57,6,-4.12,-10.26,-17.65
7255,爪子刀（★） | 屠夫 (久经沙场),久经沙场,隐秘,5799.0,11029.45,17,3,-2.21,-6.44,-11.47
7256,爪子刀（★） | 屠夫 (略有磨损),略有磨损,隐秘,5799.5,10592.55,83,10,-8.91,-12.72,-16.98
7257,爪子刀（★） | 人工染色 (战痕累累),战痕累累,隐秘,2970.0,5274.95,29,6,-10.76,-17.48,-19.29
7258,爪子刀（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,5200.0,12301.01,17,4,-5.36,-7.12,-16.13
7259,爪子刀（★） | 人工染色 (久经沙场),久经沙场,隐秘,3300.0,4783.74,64,3,-10.81,-14.71,-18.52
7260,爪子刀（★） | 人工染色 (略有磨损),略有磨损,隐秘,3795.0,7296.81,50,4,-3.25,-9.21,-14.51
7261,爪子刀（★） | 虎牙 (崭新出厂),崭新出厂,隐秘,5500.0,8964.02,202,13,-7.97,-12.11,-21.43
7262,爪子刀（★） | 虎牙 (略有磨损),略有磨损,隐秘,6199.5,10934.26,18,1,3.35,-4.48,-9.76
7263,爪子刀（★） | 致命紫罗兰 (战痕累累),战痕累累,隐秘,2830.0,4308.75,67,4,-4.68,-11.55,-16.42
7264,爪子刀（★） | 致命紫罗兰 (崭新出厂),崭新出厂,隐秘,11000.0,0,5,2,-15.38,-18.52,-16.66
7265,爪子刀（★） | 致命紫罗兰 (久经沙场),久经沙场,隐秘,3000.0,4777.15,221,18,-11.5,-13.04,-20.53
7266,爪子刀（★） | 致命紫罗兰 (略有磨损),略有磨损,隐秘,3780.0,8439.93,85,8,-9.74,-16.27,-21.25
7267,爪子刀（★） | 致命紫罗兰 (破损不堪),破损不堪,隐秘,2950.0,5070.01,34,4,-6.04,-13.46,-17.14
7268,爪子刀（★） | 都市伪装 (战痕累累),战痕累累,隐秘,2520.0,4657.5,43,6,-5.97,-11.56,-14.87
7269,爪子刀（★） | 都市伪装 (略有磨损),略有磨损,隐秘,2924.46,5232.43,24,4,-5.05,-11.91,-16.92
7270,爪子刀（★） | 都市伪装 (破损不堪),破损不堪,隐秘,2599.0,4722.29,18,6,-8.16,-10.84,-16.16
7272,M9 刺刀（★） | 自动化 (战痕累累),战痕累累,隐秘,3500.0,7496.08,57,7,-7.65,-13.58,-22.03
7273,M9 刺刀（★） | 自动化 (崭新出厂),崭新出厂,隐秘,8000.0,0,42,7,-2.7,-9.61,-17.25
7274,M9 刺刀（★） | 自动化 (久经沙场),久经沙场,隐秘,4228.0,6369.01,295,22,-6.56,-10.04,-20.96
7275,M9 刺刀（★） | 自动化 (略有磨损),略有磨损,隐秘,5080.0,8503.33,153,12,-6.96,-12.09,-21.79
7276,M9 刺刀（★） | 自动化 (破损不堪),破损不堪,隐秘,3865.66,6013.84,30,6,-6.4,-12.14,-23.9
7277,M9 刺刀（★） | 黑色层压板 (战痕累累),战痕累累,隐秘,2750.0,5019.35,94,9,-7.09,-15.12,-22.28
7278,M9 刺刀（★） | 黑色层压板 (崭新出厂),崭新出厂,隐秘,4800.0,13496.52,28,4,-7.67,-3.03,-5.7
7279,M9 刺刀（★） | 黑色层压板 (久经沙场),久经沙场,隐秘,3020.0,4787.86,131,12,-6.85,-12.65,-21.96
7280,M9 刺刀（★） | 黑色层压板 (略有磨损),略有磨损,隐秘,3150.0,5501.27,91,9,-9.97,-15.66,-21.44
7281,M9 刺刀（★） | 黑色层压板 (破损不堪),破损不堪,隐秘,2799.0,5011.67,88,8,-7.62,-13.6,-21.38
7282,M9 刺刀（★） | 蓝钢 (战痕累累),战痕累累,隐秘,2975.0,4967.7,65,5,-5.82,-14.49,-20.67
